year,issue_d_time,final_d_time,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,purpose,interest_payments,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
2013,122,0,6.0,RENT,Low,64000,1,18000,36months,debt_consolidation,Low,0,6.0,B,17.91,16964,13577.26,0,564.88,ulster
2013,122,0,2.0,RENT,Low,80000,1,25000,60months,debt_consolidation,High,0,24.5,F,14.34,19611,7679.72,0,726.48,Northern-Irl
2011,762,1156,10.0,MORTGAGE,Low,95000,1,13000,36months,debt_consolidation,Low,0,10.65,B,12.69,14027,13000.01,0,423.46,ulster
2013,61,0,10.0,MORTGAGE,Low,63000,1,28100,60months,credit_card,High,0,14.3,C,11.9,17109,9785.22,0,658.22,munster
2013,31,671,10.0,MORTGAGE,Medium,104000,2,20000,60months,debt_consolidation,High,0,16.24,C,6.02,20803,20000.0,0,488.92,leinster
2007,2314,2191,1.0,RENT,Low,50000,1,10500,36months,debt_consolidation,Low,0,11.86,D,13.8,12409,10500.0,0,348.03,leinster
2013,61,122,5.0,MORTGAGE,Low,60000,1,19600,36months,home_improvement,Low,0,11.99,B,19.46,2260949421,19600.0,0,650.91,ulster
2013,92,610,7.0,MORTGAGE,Low,85000,1,15000,36months,debt_consolidation,High,1,14.3,C,26.98,5364,2437.72,1762,514.86,Northern-Irl
2013,92,0,0.5,MORTGAGE,Low,50000,1,9600,36months,debt_consolidation,High,0,18.55,D,29.74,9442,6682.68,0,349.72,ulster
2011,945,1401,4.0,MORTGAGE,Low,39996,1,5000,36months,other,High,0,14.82,C,5.25,5210,5000.0,0,172.89,Northern-Irl
2013,122,31,10.0,OWN,Medium,150000,2,12000,60months,debt_consolidation,High,1,15.1,C,15.12,7453,4122.5,0,286.11,Northern-Irl
2013,92,487,10.0,OWN,Low,31806,1,10325,60months,debt_consolidation,High,1,15.61,C,25.81,2738,1346.3,0,248.95,munster
2010,1402,2010,1.0,MORTGAGE,Low,48000,1,6000,36months,other,Low,0,7.88,A,1.45,6115,6000.0,0,187.69,leinster
2010,1371,1857,2.0,RENT,Low,76000,1,15000,36months,debt_consolidation,Low,0,7.88,A,16.86,15719,15000.0,0,469.21,ulster
2013,92,0,10.0,RENT,Low,78000,1,7000,36months,other,High,0,18.55,D,17.08,6660,4654.16,0,255.01,ulster
2011,853,457,10.0,OWN,Low,24000,1,2000,36months,vacation,High,0,16.29,D,12.15,254052581,2000.0,0,70.61,ulster
2009,1736,1401,7.0,RENT,Low,37120,1,7000,36months,debt_consolidation,High,0,13.47,C,14.71,8538,7000.0,0,237.46,Northern-Irl
2013,31,122,10.0,RENT,Low,65000,1,15000,36months,debt_consolidation,Low,0,10.99,B,13.31,1696474108,15000.0,0,491.01,leinster
2013,31,0,10.0,RENT,Low,58000,1,28000,60months,major_purchase,Low,0,12.85,B,2.63,15236,9114.07,0,634.94,ulster
2010,1188,1340,4.0,RENT,Low,46000,1,9000,36months,debt_consolidation,Low,0,7.14,A,22.7,9545,9000.0,0,278.48,Northern-Irl
2011,884,944,0.5,RENT,Low,50000,1,2000,36months,credit_card,Low,0,10.99,B,8.3,2279,2000.0,0,65.47,leinster
2008,2132,1767,0.5,MORTGAGE,Low,53000,1,12000,36months,debt_consolidation,High,0,13.24,D,17.82,14604,12000.0,0,405.72,Northern-Irl
2011,915,306,0.5,RENT,Low,73000,1,15000,60months,wedding,High,0,15.99,D,9.32,2126858209,15000.0,0,364.7,Northern-Irl
2009,1706,2101,8.0,MORTGAGE,Low,40000,1,6000,36months,debt_consolidation,High,1,14.11,D,19.67,2576,1416.12,531,205.38,munster
2011,853,457,10.0,MORTGAGE,Low,41784,1,5000,36months,car,Low,0,6.03,A,18.72,5478002443,5000.0,0,152.18,munster
2013,122,61,4.0,RENT,Low,45000,1,16000,36months,debt_consolidation,High,0,17.56,D,18.44,20260,16000.0,0,574.92,Northern-Irl
2013,153,184,1.0,RENT,Medium,110000,2,27500,60months,debt_consolidation,High,0,25.83,G,26.26,3966308637,27500.0,0,820.6,leinster
2013,31,31,6.0,RENT,Low,80000,1,35000,36months,debt_consolidation,High,0,15.61,C,33.95,29370,21484.7,0,1223.77,leinster
2011,884,610,10.0,OWN,Low,47820,1,6000,36months,debt_consolidation,Low,0,5.42,A,13.1,6448818469,6000.0,0,180.96,leinster
2013,92,0,2.0,MORTGAGE,Medium,125000,2,20000,36months,home_improvement,High,0,13.67,B,8.63,18369,14211.25,0,680.36,cannught
2013,122,0,9.0,RENT,Low,55000,1,10000,36months,debt_consolidation,High,0,16.78,C,2.62,9951,7326.78,0,355.44,Northern-Irl
2013,92,730,5.0,MORTGAGE,Low,55000,1,8000,60months,home_improvement,High,1,15.1,C,8.6,381,181.28,0,190.74,ulster
2010,1127,1309,2.0,MORTGAGE,Low,75000,1,12000,36months,debt_consolidation,Low,0,12.23,C,11.47,13538,12000.01,0,399.9,cannught
2011,915,610,7.0,RENT,Low,49200,1,16350,60months,debt_consolidation,Low,0,11.49,B,24.93,20400000000,16350.0,0,359.5,ulster
2013,92,518,2.0,RENT,Low,28000,1,8875,36months,debt_consolidation,High,0,13.67,B,25.16,9779802825,8875.0,0,301.91,ulster
2013,122,0,7.0,MORTGAGE,Low,100000,1,30000,36months,debt_consolidation,Low,0,11.55,B,17.88,27714,22408.41,0,990.0,Northern-Irl
2013,92,31,10.0,MORTGAGE,Low,90000,1,15000,36months,debt_consolidation,High,0,13.67,B,21.44,13267,10203.21,0,510.27,leinster
2013,31,31,10.0,MORTGAGE,Low,100000,1,23000,36months,debt_consolidation,Low,0,11.99,B,17.89,267845392,23000.0,0,763.82,ulster
2013,61,31,10.0,MORTGAGE,Low,68173,1,20050,60months,debt_consolidation,High,0,19.2,D,16.63,13058,6135.05,0,522.32,Northern-Irl
2011,823,1370,3.0,MORTGAGE,Low,26004,1,10000,36months,debt_consolidation,Low,0,9.91,B,12.09,10432,10000.0,0,322.25,cannught
2011,823,457,10.0,MORTGAGE,Low,94000,1,30000,36months,home_improvement,Low,0,6.62,A,7.56,331566095,30000.0,0,921.11,ulster
2013,122,0,2.0,RENT,Low,15642,1,4150,36months,credit_card,Low,0,12.35,B,7.21,3878,3090.93,0,138.54,Northern-Irl
2011,945,975,10.0,RENT,Low,72800,1,9425,36months,debt_consolidation,Low,0,11.49,B,14.67,10889,9425.01,0,310.76,ulster
2013,92,0,10.0,MORTGAGE,Low,67000,1,3500,36months,home_improvement,Low,0,11.99,B,18.79,3138,2504.42,0,116.24,leinster
2013,61,579,10.0,MORTGAGE,Medium,119000,2,5500,36months,debt_consolidation,Low,0,7.9,A,10.88,57300000000,5500.0,0,172.1,leinster
2011,945,640,0.5,MORTGAGE,Low,100000,1,11000,36months,debt_consolidation,Low,0,8.49,A,15.04,1248597984,11000.0,0,347.2,leinster
2013,122,31,10.0,RENT,Low,60000,1,26500,60months,debt_consolidation,High,0,25.57,F,14.23,21237,7990.67,0,786.7,leinster
2011,792,396,3.0,RENT,Low,33000,1,13000,36months,debt_consolidation,Low,0,7.9,A,10.87,1464251798,13000.0,0,406.78,leinster
2013,92,365,9.0,RENT,Low,67332,1,7325,36months,debt_consolidation,High,0,14.3,C,12.51,8380000000,7325.0,0,251.42,leinster
2013,92,426,10.0,RENT,Low,37000,1,14400,60months,debt_consolidation,High,1,14.33,C,9.24,6102,2312.15,1717,337.54,Northern-Irl
2013,61,31,2.0,RENT,Low,60000,1,12000,36months,debt_consolidation,Low,0,9.67,B,20.76,9632,7958.09,0,385.35,Northern-Irl
2013,153,518,3.0,MORTGAGE,Low,52000,1,23325,36months,home_improvement,Low,1,10.64,B,24.51,9111,6963.62,0,759.67,cannught
2009,1492,1156,0.5,RENT,Low,96000,1,9600,36months,other,High,0,14.61,D,10.45,11909,9600.0,0,330.97,ulster
2013,122,153,2.0,MORTGAGE,Low,80000,1,16000,36months,debt_consolidation,Low,0,13.05,B,4.98,1895663181,16000.0,0,539.49,munster
2013,31,518,10.0,OWN,Low,60000,1,12000,36months,debt_consolidation,High,0,13.67,B,11.5,13000000000,12000.0,0,408.22,leinster
2008,1857,1614,4.0,OWN,Low,18000,1,3250,36months,educational,High,0,16.0,E,20.2,4096,3250.0,0,114.27,Northern-Irl
2010,1157,31,10.0,MORTGAGE,Low,92000,1,4800,60months,home_improvement,Low,0,12.23,C,21.65,6439749995,4800.0,0,107.34,cannught
2010,1402,1005,10.0,RENT,Low,50000,1,15000,36months,debt_consolidation,Low,0,7.88,A,9.46,16890,15000.0,0,469.21,ulster
2013,92,426,0.5,RENT,Low,65000,1,15000,36months,debt_consolidation,Low,0,12.99,B,13.16,16581,15000.0,0,505.34,leinster
2013,61,275,10.0,MORTGAGE,Medium,115000,2,7800,36months,debt_consolidation,Low,0,11.99,B,4.63,8822765922,7800.0,0,259.04,Northern-Irl
2011,1006,730,7.0,MORTGAGE,Low,50400,1,3000,36months,car,Low,0,7.29,A,0.0,3343,3000.0,0,93.03,ulster
2010,1280,883,6.0,RENT,Low,51000,1,7500,36months,debt_consolidation,High,0,13.61,C,7.88,9172,7500.0,0,254.92,leinster
2013,61,518,4.0,RENT,Medium,107000,2,35000,36months,small_business,High,1,16.2,C,20.41,11106,7235.07,0,1233.96,munster
2013,122,0,9.0,MORTGAGE,Low,70000,1,14000,60months,debt_consolidation,High,0,15.22,C,16.25,9365,5239.53,0,334.68,Northern-Irl
2011,1065,852,7.0,RENT,Low,30000,1,4000,36months,debt_consolidation,Low,0,10.74,B,22.08,4671,4000.0,0,130.47,cannught
2013,61,306,5.0,MORTGAGE,Low,42000,1,7000,36months,debt_consolidation,High,0,18.55,D,16.14,8413,6999.95,0,255.01,cannught
2011,823,426,5.0,MORTGAGE,Low,43000,1,7000,36months,home_improvement,Low,0,6.62,A,4.41,7736092664,7000.0,0,214.93,leinster
2013,122,487,6.05,RENT,Low,22248,1,6625,36months,debt_consolidation,High,1,20.31,D,27.29,2965,1780.39,0,247.26,cannught
2013,122,184,10.0,MORTGAGE,Low,73000,1,25000,36months,debt_consolidation,Low,0,12.99,B,26.19,29200000000,25000.0,0,842.23,cannught
2013,122,245,5.0,OWN,Low,55000,1,10000,36months,home_improvement,Low,1,9.71,B,7.07,6424,5194.46,0,321.32,cannught
2013,61,0,10.0,MORTGAGE,Low,46000,1,4800,36months,debt_consolidation,High,0,17.1,C,22.91,4657,3413.78,0,171.38,leinster
2013,31,0,1.0,MORTGAGE,Medium,104000,2,28000,36months,credit_card,High,0,14.47,C,12.67,24084,18131.12,0,963.38,cannught
2009,1826,1461,0.5,RENT,Low,64000,1,12000,36months,debt_consolidation,Low,0,13.16,C,7.97,14586,11999.99,0,405.25,ulster
2013,31,487,5.0,OWN,Low,42000,1,5000,36months,debt_consolidation,Low,0,11.99,B,26.0,5406858544,4999.99,0,166.05,leinster
2013,31,153,10.0,MORTGAGE,Medium,120000,2,18000,60months,debt_consolidation,High,0,14.47,C,16.85,2185927564,18000.0,0,423.23,Northern-Irl
2011,1006,730,10.0,MORTGAGE,Low,66996,1,6000,36months,major_purchase,Low,0,10.37,B,9.53,6990,6000.0,0,194.65,cannught
2010,1310,1187,2.0,MORTGAGE,Low,56004,1,18000,60months,debt_consolidation,Low,1,11.86,B,14.93,7263,4604.07,13,259.44,cannught
2013,61,610,1.0,MORTGAGE,Medium,178500,2,21000,36months,credit_card,Low,0,10.99,B,18.52,2208337096,21000.0,0,687.42,cannught
2008,2132,1767,6.0,RENT,Low,30000,1,4000,36months,other,Low,0,10.39,B,6.04,4672,4000.0,0,129.81,leinster
2013,92,0,3.0,OWN,Medium,100499,2,15000,36months,credit_card,Low,0,12.99,B,11.98,13642,10686.94,0,505.34,leinster
2010,1280,883,0.5,RENT,Low,50500,1,4050,36months,credit_card,Low,0,7.88,A,9.27,4560,4050.0,0,126.69,munster
2013,31,610,1.0,RENT,Low,28800,1,2750,36months,medical,High,0,22.9,E,25.63,29800000000,2750.0,0,106.31,munster
2011,853,1248,6.0,OWN,Low,72280,1,10000,60months,home_improvement,High,1,16.49,D,2.36,3204,1271.63,513,245.8,leinster
2010,1127,1461,3.0,RENT,Low,45000,1,6000,36months,credit_card,Low,0,5.79,A,5.57,6215,6000.0,0,181.97,leinster
2013,61,31,10.0,MORTGAGE,Low,86000,1,10000,36months,home_improvement,High,0,14.3,C,14.71,8581,6481.05,0,343.24,cannught
2010,1341,1401,4.0,MORTGAGE,Low,46000,1,18000,60months,wedding,Low,0,7.88,A,22.77,12545,11325.0,0,228.99,cannught
2013,122,0,10.0,MORTGAGE,Low,52000,1,16000,60months,home_improvement,High,0,16.2,C,10.87,10942,5900.13,0,390.8,Northern-Irl
2011,1037,1553,5.0,RENT,Low,70000,1,14000,60months,debt_consolidation,Low,0,10.37,B,8.69,14735,14000.0,0,300.02,Northern-Irl
2013,92,396,10.0,RENT,Low,42982,1,19000,60months,debt_consolidation,High,0,17.76,D,33.92,2265171086,19000.0,0,480.0,cannught
2013,31,275,10.0,OWN,Low,45000,1,15000,36months,credit_card,High,0,20.5,E,28.11,18438,15000.0,0,561.29,cannught
2010,1310,699,4.0,MORTGAGE,Low,44712,1,15000,60months,debt_consolidation,High,0,13.98,C,13.96,20344,15000.0,0,348.87,munster
2013,31,0,10.0,MORTGAGE,Low,50131,1,9600,36months,credit_card,Low,0,8.9,A,22.43,7316,6112.68,0,304.84,leinster
2013,122,334,6.0,RENT,Low,60000,1,25000,60months,credit_card,High,1,20.8,E,13.58,15184,4701.53,3735,673.53,ulster
2013,31,640,2.0,MORTGAGE,Medium,200000,2,20000,36months,debt_consolidation,High,0,13.98,C,5.9,2089956127,20000.0,0,683.36,munster
2011,853,1430,4.0,MORTGAGE,Low,60000,1,4000,36months,medical,Low,0,7.9,A,7.78,4102,4000.0,0,125.17,cannught
2008,1979,1583,1.0,RENT,Low,24000,1,6000,36months,other,High,0,15.38,E,11.5,7528,5999.99,0,209.12,cannught
2013,31,214,9.0,MORTGAGE,Low,50774,1,13750,60months,debt_consolidation,High,0,17.57,D,17.56,17000000000,13750.0,0,345.96,cannught
2013,31,31,6.05,MORTGAGE,Low,50000,1,22250,60months,debt_consolidation,High,0,21.7,E,30.03,14657,6193.02,0,610.74,leinster
2013,31,153,10.0,MORTGAGE,Low,50000,1,8400,36months,credit_card,High,1,13.53,B,3.74,5704,4246.41,0,285.18,leinster
2010,1341,1279,10.0,RENT,Low,34000,1,4000,36months,debt_consolidation,High,1,14.59,D,6.28,3522,2584.65,81,137.86,Northern-Irl
2013,122,0,10.0,OWN,Low,35000,1,8400,36months,credit_card,Low,0,11.55,B,6.51,7760,6274.15,0,277.2,leinster
2013,92,184,9.0,MORTGAGE,Medium,110000,2,18250,36months,debt_consolidation,Low,1,11.99,B,12.39,12727,9846.01,0,606.08,munster
2009,1553,1736,8.0,RENT,Low,40000,1,5000,36months,wedding,Low,0,12.18,B,5.64,5694,5000.0,0,166.5,leinster
2013,61,334,8.0,OWN,Low,69000,1,10000,36months,debt_consolidation,Low,0,10.99,B,15.37,11166,10000.0,0,327.34,Northern-Irl
2013,153,334,6.0,MORTGAGE,Low,72250,1,20000,36months,credit_card,Low,0,8.9,A,13.31,2132745005,20000.0,0,635.07,ulster
2009,1492,1095,0.5,RENT,Low,75000,1,16000,36months,small_business,High,0,14.96,D,7.02,19815,16000.0,0,554.32,leinster
2013,122,549,2.0,MORTGAGE,Low,85280,1,16800,36months,debt_consolidation,Low,0,11.99,B,13.49,1766424034,16800.0,0,557.93,Northern-Irl
2013,61,0,10.0,MORTGAGE,Medium,165000,2,28000,60months,debt_consolidation,Low,0,12.99,B,25.94,16770,10189.62,0,636.95,Northern-Irl
2013,153,334,10.0,MORTGAGE,Low,80000,1,18000,60months,debt_consolidation,High,0,16.78,C,17.87,2215707847,18000.0,0,445.22,cannught
2010,1341,944,5.0,MORTGAGE,Low,50000,1,15000,36months,home_improvement,Low,0,10.25,B,19.2,17513,15000.0,0,485.78,cannught
2011,1096,852,1.0,RENT,Low,38272,1,15250,36months,credit_card,High,0,14.17,C,21.26,18713,15249.98,0,522.47,Northern-Irl
2013,31,0,7.0,RENT,Low,50000,1,11700,60months,credit_card,High,0,20.2,D,34.25,7782,3517.75,0,311.29,Northern-Irl
2013,153,730,7.0,RENT,Low,44720,1,4200,36months,moving,High,0,13.68,C,12.18,4428,4200.0,0,142.9,Northern-Irl
2011,762,1248,4.0,RENT,Low,76000,1,12000,36months,small_business,Low,0,7.9,A,1.03,12521,12000.0,0,375.49,ulster
2013,61,306,10.0,MORTGAGE,Low,45000,1,1600,36months,debt_consolidation,High,0,14.3,C,20.29,18400000000,1600.0,0,54.92,leinster
2013,61,0,6.0,MORTGAGE,Medium,140000,2,10000,36months,other,High,0,15.1,C,13.77,9025,6756.95,0,347.15,Northern-Irl
2013,153,245,5.0,MORTGAGE,Low,100000,1,20000,36months,debt_consolidation,Low,0,8.9,A,17.69,2232915127,20000.0,0,635.07,ulster
2010,1371,1005,6.0,MORTGAGE,Low,75000,1,5000,36months,medical,Low,0,10.25,B,9.66,5826,4999.99,0,161.93,leinster
2013,122,0,1.0,RENT,Low,46000,1,16950,36months,debt_consolidation,High,0,20.2,D,21.55,17055,11715.77,0,631.66,Northern-Irl
2013,92,334,10.0,MORTGAGE,Low,53000,1,6000,36months,credit_card,High,0,17.76,D,3.8,7207362794,6000.0,0,216.2,ulster
2010,1249,883,6.0,MORTGAGE,Low,56000,1,14400,60months,debt_consolidation,Low,0,10.75,B,4.54,17871,14399.99,0,311.3,Northern-Irl
2009,1795,2071,4.0,RENT,Low,18200,1,2725,36months,debt_consolidation,Low,0,11.89,B,10.55,3075,2725.0,0,90.38,leinster
2011,823,31,3.0,RENT,Low,93000,1,12000,60months,debt_consolidation,High,0,14.65,C,21.55,14163,9347.89,0,283.28,leinster
2013,61,0,2.0,MORTGAGE,Medium,140000,2,31825,36months,credit_card,High,0,13.67,B,26.36,28148,21647.35,0,1082.61,ulster
2010,1218,426,3.0,RENT,Low,66000,1,7500,60months,other,Low,0,11.12,B,12.73,9696496288,7500.0,0,163.52,leinster
2011,915,1583,10.0,RENT,Low,62000,1,32000,60months,debt_consolidation,High,1,13.99,C,18.81,2411,622.15,1171,620.55,Northern-Irl
2013,92,31,6.0,MORTGAGE,Low,90000,1,26400,60months,debt_consolidation,High,0,17.1,C,21.84,17096,8778.99,0,657.53,munster
2013,122,245,1.0,MORTGAGE,Low,60000,1,23600,60months,credit_card,High,0,15.88,C,15.54,2908409253,23600.0,0,572.41,leinster
2011,915,671,2.0,MORTGAGE,Medium,103000,2,5000,36months,debt_consolidation,Low,0,5.42,A,14.47,5417338138,5000.0,0,150.8,ulster
2013,61,579,10.0,RENT,Medium,101517,2,16000,36months,credit_card,Low,0,6.62,A,5.12,1656978673,16000.0,0,491.26,ulster
2011,1096,699,0.5,RENT,Low,50000,1,7500,36months,debt_consolidation,High,0,16.4,E,13.34,9542,7500.0,0,265.17,ulster
2013,61,0,6.0,OWN,Low,40000,1,10000,60months,debt_consolidation,High,0,21.0,E,17.34,7034,3111.68,0,270.54,Northern-Irl
2013,31,518,0.5,MORTGAGE,Low,43000,1,2800,36months,debt_consolidation,Low,0,12.99,B,10.69,3023,2800.0,0,94.33,ulster
2013,153,852,10.0,MORTGAGE,Low,84000,1,20000,60months,debt_consolidation,High,1,15.88,C,27.94,485,220.42,0,485.09,cannught
2011,792,396,8.0,MORTGAGE,Medium,106000,2,15000,36months,house,High,0,15.96,C,4.32,19000000000,15000.0,0,527.06,leinster
2011,823,1126,6.05,OWN,Low,31216,1,14000,36months,debt_consolidation,Low,0,9.91,B,18.18,15282,14000.0,0,451.15,munster
2011,1065,1583,5.0,RENT,Low,35000,1,10000,60months,debt_consolidation,High,0,14.91,D,10.35,10723,10000.0,0,237.43,Northern-Irl
2013,122,549,8.0,RENT,Low,56000,1,10000,60months,credit_card,Low,0,10.99,B,4.26,1086149143,10000.0,0,217.38,Northern-Irl
2011,884,518,6.0,RENT,Low,42000,1,5000,36months,debt_consolidation,Low,0,6.99,A,27.86,5556781383,5000.0,0,154.37,ulster
2013,92,0,10.0,MORTGAGE,Low,73000,1,30000,60months,debt_consolidation,High,0,17.76,D,16.34,20463,10326.09,0,757.9,Northern-Irl
2013,122,0,2.0,MORTGAGE,Medium,127800,2,20000,36months,moving,High,0,24.08,F,33.18,21994,14247.6,0,785.5,ulster
2011,1006,0,1.0,RENT,Low,24000,1,6000,60months,car,Low,0,10.37,B,11.05,7187,5486.37,0,128.58,Northern-Irl
2011,1065,699,6.05,OWN,Low,35000,1,7200,36months,credit_card,Low,0,11.11,B,7.71,8492,7200.0,0,236.1,ulster
2013,122,31,4.0,RENT,Medium,110000,2,22750,60months,wedding,High,0,24.89,F,8.79,17989,6942.43,0,666.28,ulster
2013,153,0,10.0,RENT,Low,74000,1,32875,60months,credit_card,High,0,20.8,E,17.38,25684,11771.64,0,885.69,Northern-Irl
2013,122,0,10.0,OWN,Medium,124000,2,15000,36months,home_improvement,Low,1,13.05,B,1.04,2098,0.0,2098,505.78,Northern-Irl
2009,1522,1583,8.0,OWN,Low,45500,1,2275,36months,other,High,1,14.61,D,19.94,1723,1269.17,0,78.44,leinster
2013,31,365,1.0,MORTGAGE,Low,35000,1,3500,36months,debt_consolidation,High,0,21.48,E,21.54,4160000000,3500.0,0,132.73,munster
2008,2192,2770,10.0,MORTGAGE,High,522000,3,2500,36months,other,Low,0,7.43,A,2.45,2573,2500.0,0,77.69,leinster
2008,2192,1826,3.0,RENT,Low,48000,1,8000,36months,other,Low,0,9.01,B,8.3,9159,7999.99,0,254.44,leinster
2010,1461,1064,9.0,OWN,Low,70000,1,5000,36months,major_purchase,Low,0,8.59,A,2.35,5690,5000.0,0,158.06,ulster
2011,792,1005,10.0,MORTGAGE,Low,75000,1,7200,36months,vacation,Low,0,6.03,A,21.92,7687,7200.0,0,219.14,cannught
2013,31,306,1.0,RENT,Low,38000,1,12000,36months,debt_consolidation,Low,0,12.85,B,21.8,13684,12000.0,0,403.47,ulster
2013,31,365,10.0,MORTGAGE,Low,75000,1,9500,36months,debt_consolidation,High,0,13.53,B,2.43,10700000000,9500.0,0,322.53,leinster
2013,61,334,10.0,MORTGAGE,High,648000,3,28000,36months,other,Low,0,11.99,B,10.27,31507,28000.0,0,929.87,ulster
2009,1492,1126,0.5,RENT,Low,65000,1,12500,36months,credit_card,Low,0,11.48,B,1.63,14831,12500.01,0,412.11,ulster
2013,153,31,4.0,MORTGAGE,Low,34000,1,11625,60months,debt_consolidation,High,0,15.22,C,19.13,7777,4351.13,0,277.91,ulster
2011,762,396,10.0,MORTGAGE,Low,50000,1,18650,36months,credit_card,Low,0,7.9,A,21.62,2100721353,18650.0,0,583.57,cannught
2009,1645,1248,3.0,MORTGAGE,Low,50004,1,20000,36months,debt_consolidation,Low,0,11.58,B,12.46,23768,20000.0,0,660.27,leinster
2011,915,549,4.0,MORTGAGE,High,325000,3,10000,36months,home_improvement,Low,0,5.99,A,7.82,1094991113,10000.0,0,304.18,leinster
2013,122,0,7.0,RENT,Medium,150000,2,35000,36months,debt_consolidation,High,0,19.52,D,5.58,34888,24262.28,0,1292.19,ulster
2013,122,0,9.0,MORTGAGE,Medium,150000,2,17625,36months,home_improvement,Low,0,8.9,A,10.44,15670,13293.9,0,559.66,leinster
2013,122,0,7.0,MORTGAGE,Medium,123000,2,24000,36months,credit_card,Low,0,9.25,A,6.14,21437,18071.39,0,765.99,munster
2013,61,0,10.0,MORTGAGE,Low,60000,1,26400,60months,debt_consolidation,High,0,17.1,C,23.98,16517,8378.26,0,657.53,leinster
2009,1767,1370,0.5,RENT,Low,78000,1,16800,36months,car,Low,0,7.37,A,1.15,18773,16800.0,0,521.57,Northern-Irl
2013,31,31,6.05,MORTGAGE,Low,80000,1,20800,36months,credit_card,Low,1,12.99,B,19.25,16818,12954.3,0,700.74,munster
2013,153,184,2.0,RENT,Low,60000,1,20000,60months,small_business,High,0,15.22,C,21.44,2477851223,20000.0,0,478.12,ulster
2013,31,487,5.0,RENT,Low,75000,1,7000,36months,debt_consolidation,Low,0,7.62,A,22.67,7324,7000.0,0,218.13,Northern-Irl
2013,61,306,2.0,MORTGAGE,Low,48500,1,5000,36months,credit_card,High,0,13.67,B,6.21,5767621274,5000.0,0,170.09,leinster
2013,122,92,10.0,MORTGAGE,Low,85000,1,6000,36months,home_improvement,Low,0,7.9,A,19.99,6688970001,6000.0,0,187.75,leinster
2013,31,0,1.0,MORTGAGE,Low,93000,1,10800,36months,debt_consolidation,High,0,16.99,D,30.77,9625,6903.81,0,385.0,leinster
2013,153,31,10.0,RENT,Low,35000,1,6000,60months,other,High,0,25.28,F,15.15,4956,1906.93,0,177.1,Northern-Irl
2010,1371,1767,10.0,MORTGAGE,Medium,130000,2,4000,36months,other,Low,0,10.99,B,24.67,4326,4000.0,0,130.95,ulster
2013,31,92,0.5,RENT,Medium,132000,2,9000,36months,debt_consolidation,High,0,13.98,C,5.64,1069022089,9000.0,0,307.52,ulster
2013,61,549,10.0,MORTGAGE,Low,55000,1,24375,36months,debt_consolidation,High,1,15.1,C,14.38,9567,4510.03,2798,846.17,cannught
2013,122,0,10.0,MORTGAGE,Medium,150000,2,9000,36months,debt_consolidation,Low,0,13.05,B,4.04,8497,6687.07,0,303.47,ulster
2013,61,549,9.0,RENT,Low,47320,1,5600,36months,debt_consolidation,High,1,18.55,D,29.28,2298,991.81,666,204.01,cannught
2013,61,275,1.0,MORTGAGE,Low,99400,1,10000,36months,credit_card,Low,1,7.9,A,21.56,6293,4427.8,975,312.91,ulster
2013,61,184,10.0,MORTGAGE,High,600000,3,35000,36months,debt_consolidation,High,0,16.2,C,4.14,4225372582,35000.0,0,1233.96,ulster
2009,1614,1248,4.0,MORTGAGE,Low,32000,1,1200,36months,home_improvement,Low,0,7.68,A,14.93,1347,1200.0,0,37.43,munster
2010,1218,852,5.0,MORTGAGE,Low,75000,1,3000,36months,vacation,High,0,17.19,E,10.99,3859,3000.0,0,107.25,leinster
2013,122,0,4.0,RENT,Low,80000,1,18000,60months,credit_card,High,0,15.22,C,24.68,12049,6740.21,0,430.31,munster
2013,122,0,4.0,RENT,Low,60000,1,12000,60months,medical,High,0,24.99,F,15.46,9508,3602.42,0,352.15,ulster
2013,92,0,10.0,MORTGAGE,Medium,106000,2,12000,36months,credit_card,Low,0,6.03,A,13.19,9860,8793.48,0,365.23,cannught
2013,153,334,10.0,MORTGAGE,Low,32000,1,3500,36months,car,Low,1,10.64,B,26.96,2052,1611.26,0,113.99,leinster
2013,61,184,9.0,MORTGAGE,Low,70000,1,22750,60months,debt_consolidation,High,1,21.7,E,20.95,12484,5077.32,0,624.46,leinster
2013,153,61,6.0,MORTGAGE,Low,45000,1,17050,60months,debt_consolidation,High,1,24.5,F,28.67,12900,4987.14,0,495.46,munster
2010,1188,1156,2.0,RENT,Low,90000,1,20000,36months,debt_consolidation,Low,0,11.49,B,7.92,22788,20000.01,0,659.43,ulster
2011,915,1340,4.0,RENT,Medium,102000,2,7800,36months,debt_consolidation,Low,0,11.99,B,4.88,8436,7800.0,0,259.04,ulster
2013,92,214,1.0,RENT,Low,50000,1,13750,36months,debt_consolidation,High,1,23.4,E,11.14,10702,6455.01,0,535.13,munster
2011,1037,640,5.0,RENT,Low,94140,1,12000,36months,major_purchase,High,0,14.91,D,14.17,15000000000,12000.0,0,415.46,Northern-Irl
2013,31,0,3.0,RENT,Low,49000,1,10000,36months,credit_card,Low,0,10.99,B,21.21,7889,6286.41,0,327.34,Northern-Irl
2013,61,549,3.0,MORTGAGE,Low,56000,1,1600,36months,debt_consolidation,Low,0,8.9,A,7.72,16900000000,1600.0,0,50.81,ulster
